Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
446,Isaiah Stewart\stewais01,C,19,DET,50,4,19.7,2.9,5,0.571,0.2,0.5,0.417,2.7,4.6,0.588,0.591,0.7,1.1,0.679,2.2,3.8,6,0.9,0.5,1,0.9,2.5,6.7
447,Max Strus\strusma01,SF,24,MIA,26,0,12.8,2.2,4.7,0.467,1.3,3.8,0.357,0.8,0.9,0.917,0.611,0.4,0.6,0.688,0.1,0.8,1,0.5,0.2,0,0.2,1.1,6.2
448,Edmond Sumner\sumneed01,SG,25,IND,37,9,13.6,2.3,4.5,0.515,0.6,1.5,0.375,1.7,2.9,0.587,0.579,1,1.3,0.792,0.4,1.3,1.7,0.7,0.5,0.1,0.9,1.4,6.2
449,Jae'Sean Tate\tateja01,SF,25,HOU,51,39,28.7,4.3,8.2,0.521,0.8,2.6,0.328,3.5,5.7,0.609,0.573,1.4,1.9,0.737,1.9,3.5,5.4,2,1.1,0.6,1.2,3.1,10.8
450,Jayson Tatum\tatumja01,SF,22,BOS,46,46,35.6,9.2,20.4,0.453,2.8,7.5,0.376,6.4,12.8,0.497,0.522,3.8,4.4,0.867,0.7,6.3,7,4.3,1.3,0.4,2.5,1.8,25.1
451,Jeff Teague\teaguje01,PG,32,TOT,38,5,17.8,2.3,5.4,0.422,0.7,1.6,0.459,1.5,3.8,0.406,0.49,1.5,1.8,0.853,0.3,1.3,1.6,2.3,0.7,0.2,1.1,1.3,6.8
451,Jeff Teague\teaguje01,PG,32,BOS,34,5,18.1,2.3,5.5,0.415,0.8,1.6,0.464,1.5,3.9,0.394,0.484,1.5,1.8,0.836,0.3,1.4,1.7,2.1,0.8,0.2,1.1,1.3,6.9
451,Jeff Teague\teaguje01,G,32,MIL,4,0,15.5,2,4,0.5,0.5,1.3,0.4,1.5,2.8,0.545,0.563,1.8,1.8,1,0,1,1,3.3,0,0.5,0.8,1.3,6.3
452,Garrett Temple\templga01,SG,34,CHI,37,12,27.1,3,7.1,0.424,1.2,3.7,0.336,1.8,3.4,0.52,0.511,0.8,1,0.816,0.6,2.5,3.1,2,0.9,0.5,1,2.3,8.1
453,Tyrell Terry\terryty01,PG,20,DAL,11,0,5.1,0.5,1.5,0.313,0,0.6,0,0.5,0.8,0.556,0.313,0.1,0.3,0.333,0,0.5,0.5,0.5,0.5,0,0.2,0.2,1
454,Daniel Theis\theisda01,C,28,TOT,47,37,24.3,3.7,6.8,0.55,0.7,2.2,0.337,3,4.6,0.654,0.605,1.1,1.6,0.662,1.3,3.9,5.2,1.7,0.6,1,1,2.7,9.3
454,Daniel Theis\theisda01,C,28,BOS,42,37,24.5,3.8,6.9,0.552,0.8,2.3,0.347,3,4.6,0.653,0.609,1.1,1.6,0.687,1.3,4,5.2,1.6,0.6,1,1,2.9,9.5
454,Daniel Theis\theisda01,C,28,CHI,5,0,22.6,3.2,6,0.533,0.4,1.8,0.222,2.8,4.2,0.667,0.567,1,2,0.5,1.2,3.8,5,2.2,0.2,1,1.2,1.2,7.8
455,Brodric Thomas\thomabr01,SG,24,TOT,15,1,10.2,0.9,3.1,0.304,0.3,1.7,0.2,0.6,1.4,0.429,0.359,1.1,1.4,0.81,0.2,1,1.2,0.8,0.5,0.3,0.7,1.2,3.3
455,Brodric Thomas\thomabr01,SG,24,HOU,4,0,6,0.5,1.8,0.286,0.3,1.5,0.167,0.3,0.3,1,0.357,1.3,1.8,0.714,0.3,0.8,1,1,0.3,0.3,1,1.3,2.5
455,Brodric Thomas\thomabr01,SG,24,CLE,11,1,11.7,1.1,3.5,0.308,0.4,1.7,0.211,0.7,1.8,0.4,0.359,1.1,1.3,0.857,0.2,1.1,1.3,0.7,0.5,0.4,0.5,1.2,3.6
456,Isaiah Thomas\thomais02,G,31,NOP,2,0,22,4,12.5,0.32,1.5,6,0.25,2.5,6.5,0.385,0.38,1,1,1,0,1,1,2.5,0.5,0,2.5,1,10.5
457,Matt Thomas\thomama02,SG,26,TOT,30,0,7.5,1,2.6,0.377,0.6,1.7,0.365,0.3,0.8,0.4,0.5,0.2,0.2,0.857,0.1,0.8,0.9,0.5,0.1,0,0.3,0.4,2.8
457,Matt Thomas\thomama02,SG,26,TOR,26,0,7.4,0.9,2.4,0.387,0.7,1.6,0.415,0.3,0.8,0.333,0.524,0.2,0.3,0.857,0.1,0.7,0.8,0.3,0.1,0,0.2,0.4,2.7
457,Matt Thomas\thomama02,SG,26,UTA,4,0,8,1.3,3.8,0.333,0.5,2.8,0.182,0.8,1,0.75,0.4,0,0,,0.3,1.3,1.5,1.3,0.3,0,1,0.8,3
458,Tristan Thompson\thomptr01,PF,29,BOS,37,31,22.5,3.3,6.2,0.531,0,0.1,0,3.3,6.1,0.538,0.531,1.4,2.3,0.6,3.1,5.2,8.4,1,0.4,0.4,1,2.1,7.9
459,Sindarius Thornwell\thornsi01,SG,26,NOP,14,1,5.2,0.5,1.5,0.333,0.2,0.6,0.333,0.3,0.9,0.333,0.405,0,0.1,0,0.1,0.3,0.4,0.3,0.4,0.1,0.3,0.2,1.2
460,Matisse Thybulle\thybuma01,SG,23,PHI,48,5,19.2,1.4,3.5,0.402,0.7,2.2,0.308,0.8,1.4,0.554,0.497,0.2,0.3,0.571,0.5,1.4,1.8,1,1.5,1,0.4,2,3.7
461,Killian Tillie\tilliki02,C,22,MEM,10,0,8.6,0.8,3,0.267,0.3,1.7,0.176,0.5,1.3,0.385,0.317,0.4,0.5,0.8,0.5,0.7,1.2,0.2,0.3,0.5,0.1,1,2.3
462,Xavier Tillman Sr.\tillmxa01,PF,22,MEM,39,7,18.7,2.7,5.1,0.528,0.3,1.1,0.279,2.4,3.9,0.597,0.558,0.6,0.9,0.714,1.2,3,4.2,1.3,0.8,0.6,0.7,2.2,6.3
463,Obi Toppin\toppiob01,PF,22,NYK,42,0,11.7,1.7,3.6,0.48,0.4,1.5,0.295,1.3,2.2,0.604,0.539,0.3,0.4,0.722,0.4,1.7,2.1,0.5,0.3,0.3,0.5,1,4.2
464,Juan Toscano-Anderson\toscaju01,SG,27,GSW,35,15,17.4,1.8,3.3,0.557,0.6,1.4,0.438,1.2,1.9,0.642,0.648,0.4,0.5,0.722,0.5,3.2,3.7,2.1,0.6,0.4,1,2,4.6
465,Axel Toupane\toupaax01,SF,28,MIL,7,1,6.1,0.3,1,0.286,0,0.1,0,0.3,0.9,0.333,0.286,0.1,0.3,0.5,0,0.6,0.6,0.3,0,0.4,0,0.4,0.7
466,Karl-Anthony Towns\townska01,C,25,MIN,32,32,34.4,8.8,17.7,0.494,2.3,6.1,0.387,6.4,11.7,0.55,0.56,4.9,5.7,0.873,2.8,8.3,11.1,4.4,0.8,1.5,3.1,3.5,24.8
467,Gary Trent Jr.\trentga02,SG,22,TOT,49,31,31.2,5.3,13.1,0.409,2.9,7.4,0.391,2.5,5.7,0.434,0.52,1.3,1.7,0.774,0.4,1.9,2.3,1.4,0.9,0.2,0.8,1.6,14.9
467,Gary Trent Jr.\trentga02,SG,22,POR,41,23,30.8,5.3,12.8,0.414,3,7.4,0.397,2.3,5.3,0.438,0.53,1.4,1.8,0.773,0.5,1.7,2.2,1.4,0.9,0.1,0.8,1.5,15
467,Gary Trent Jr.\trentga02,SG,22,TOR,8,8,33.4,5.6,14.5,0.388,2.5,7,0.357,3.1,7.5,0.417,0.474,0.9,1.1,0.778,0.1,2.9,3,1.4,0.9,0.3,0.8,1.9,14.6
468,P.J. Tucker\tuckepj01,PF,35,TOT,35,32,28.7,1.4,3.9,0.363,0.8,2.6,0.311,0.6,1.3,0.467,0.467,0.5,0.7,0.783,1,3.4,4.4,1.3,0.8,0.6,0.9,2.7,4.1
468,P.J. Tucker\tuckepj01,PF,35,HOU,32,32,30,1.5,4.1,0.366,0.8,2.7,0.314,0.7,1.4,0.467,0.469,0.6,0.7,0.783,1,3.6,4.6,1.4,0.9,0.6,1,2.8,4.4
468,P.J. Tucker\tuckepj01,PF,35,MIL,3,0,14.7,0.3,1.3,0.25,0.3,1.3,0.25,0,0,,0.375,0,0,,1,1,2,0.3,0,0.7,0,0.7,1
469,Rayjon Tucker\tuckera01,PG,23,PHI,5,0,4.6,0.2,0.8,0.25,0.2,0.4,0.5,0,0.4,0,0.375,1.6,1.6,1,0.2,0.6,0.8,0.2,0,0,0,0.6,2.2
470,Myles Turner\turnemy01,C,24,IND,46,46,30.9,4.4,9.2,0.482,1.5,4.4,0.338,3,4.8,0.613,0.563,2.3,3,0.787,1.3,5.1,6.4,1,0.9,3.5,1.4,3.5,12.7
471,Jonas Valančiūnas\valanjo01,C,28,MEM,44,43,27.5,6.7,11.9,0.563,0.3,1,0.333,6.4,11,0.583,0.576,2.6,3.4,0.77,4.1,8.3,12.4,1.8,0.6,0.6,1.8,3,16.3
472,Denzel Valentine\valende01,SG,27,CHI,44,3,18,2.8,7.3,0.38,1.4,4.2,0.333,1.4,3.1,0.444,0.477,0.3,0.3,1,0.5,3.3,3.8,1.7,0.6,0,0.6,1.1,7.2
473,Jarred Vanderbilt\vandeja01,PF,21,MIN,46,25,17.2,2.1,3.5,0.601,0,0.1,0.25,2.1,3.5,0.61,0.604,0.9,1.6,0.581,1.5,3.7,5.2,1.3,0.9,0.7,1,1.9,5.2
474,Fred VanVleet\vanvlfr01,SG,26,TOR,44,44,36.4,6.5,16.5,0.393,3.3,9,0.371,3.1,7.5,0.419,0.494,3.5,4,0.885,0.6,3.6,4.2,6.1,1.7,0.8,2,2.4,19.8
475,Devin Vassell\vassede01,SF,20,SAS,42,1,17,1.8,4.5,0.402,0.9,2.3,0.4,0.9,2.2,0.404,0.503,0.6,0.7,0.871,0.4,2.5,2.9,0.9,0.9,0.3,0.4,1.4,5.2
476,Gabe Vincent\vincega01,PG,24,MIA,36,6,14.1,1.9,5.2,0.371,0.9,3.3,0.28,1,1.9,0.529,0.46,0.6,0.6,0.87,0.2,0.9,1.1,1.5,0.5,0.1,0.8,1.6,5.3
477,Noah Vonleh\vonleno01,PF,25,BRK,4,0,2.8,0,0.8,0,0,0.5,0,0,0.3,0,0,0,0,,0,0.3,0.3,0.3,0,0,0.5,0.5,0
478,Nikola Vučević\vucevni01,C,30,TOT,51,51,33.7,9.8,20.3,0.484,2.5,6.3,0.404,7.3,14,0.52,0.546,2.1,2.5,0.837,2,9.5,11.5,3.8,0.9,0.7,1.8,1.9,24.3
478,Nikola Vučević\vucevni01,C,30,ORL,44,44,34.1,9.9,20.6,0.48,2.7,6.5,0.406,7.3,14.1,0.515,0.545,2.1,2.5,0.827,2,9.8,11.8,3.8,1,0.6,1.9,1.8,24.5
478,Nikola Vučević\vucevni01,C,30,CHI,7,7,31.6,9.1,18,0.508,1.9,4.9,0.382,7.3,13.1,0.554,0.56,2.4,2.7,0.895,2.1,8.1,10.3,3.9,0.7,0.9,1.3,2.6,22.6
479,Dean Wade\wadede01,PF,24,CLE,43,10,16.1,1.8,4.3,0.421,1,2.8,0.347,0.8,1.4,0.565,0.536,0.4,0.5,0.762,0.5,2.4,2.9,1.1,0.4,0.4,0.3,1.1,4.9
480,Moritz Wagner\wagnemo01,C,23,TOT,32,14,13.4,2.1,4.2,0.489,0.5,1.5,0.313,1.6,2.7,0.586,0.544,1.3,1.7,0.778,0.5,2.3,2.8,1.2,0.7,0.3,0.8,2.2,5.9
480,Moritz Wagner\wagnemo01,C,23,WAS,25,13,15,2.5,4.9,0.508,0.5,1.7,0.31,2,3.2,0.613,0.561,1.6,2.1,0.788,0.5,2.4,2.9,1.3,0.9,0.3,0.8,2.5,7.1
480,Moritz Wagner\wagnemo01,C,23,BOS,7,1,7.7,0.6,1.9,0.308,0.3,0.9,0.333,0.3,1,0.286,0.385,0.1,0.3,0.5,0.4,2,2.4,0.7,0,0,0.9,1.1,1.6
481,Kemba Walker\walkeke02,PG,30,BOS,32,32,30.9,6.1,15.3,0.398,2.8,7.9,0.35,3.3,7.4,0.449,0.489,2.8,3,0.937,0.3,3.3,3.6,4.8,1.1,0.3,2.1,1.3,17.8
482,Lonnie Walker\walkelo01,SG,22,SAS,37,30,26.2,4.4,10.4,0.425,1.7,4.8,0.356,2.7,5.6,0.483,0.506,1,1.2,0.783,0.2,2.5,2.8,1.6,0.5,0.4,1,2,11.5
483,John Wall\walljo01,PG,30,HOU,33,33,31.9,7.3,18.1,0.404,2,6.2,0.322,5.3,11.8,0.448,0.46,3.9,5.3,0.737,0.5,2.9,3.4,6.8,1.1,0.8,3.3,1.2,20.5
484,Brad Wanamaker\wanambr01,PG,31,TOT,44,0,16.2,1.7,4.6,0.373,0.4,1.6,0.225,1.4,3,0.451,0.412,1.3,1.5,0.892,0.3,1.4,1.7,2.6,0.7,0.1,1,1.5,5.1
484,Brad Wanamaker\wanambr01,PG,31,GSW,39,0,16,1.6,4.4,0.353,0.3,1.6,0.213,1.2,2.9,0.429,0.39,1.3,1.4,0.893,0.2,1.5,1.7,2.5,0.7,0.2,0.9,1.4,4.7
484,Brad Wanamaker\wanambr01,PG,31,CHO,5,0,17.8,3,6.2,0.484,0.6,2,0.3,2.4,4.2,0.571,0.532,1.6,1.8,0.889,0.6,0.8,1.4,3.2,0.8,0,1.8,2,8.2
485,T.J. Warren\warretj01,SF,27,IND,4,4,29.3,6.8,12.8,0.529,0,1.8,0,6.8,11,0.614,0.529,2,2.5,0.8,0.5,3,3.5,1.3,0.5,0,1,4,15.5
486,P.J. Washington\washipj01,PF,22,CHO,46,46,29.5,4.1,9.7,0.425,1.3,3.7,0.367,2.8,6,0.46,0.494,1.9,2.4,0.786,1.5,5,6.5,2.7,1,1.3,2.2,2.7,11.5
487,Yuta Watanabe\watanyu01,SF,26,TOR,33,1,11.8,1,2.7,0.375,0.4,1.3,0.333,0.6,1.4,0.413,0.455,0.3,0.4,0.786,0.9,2.2,3.1,0.5,0.5,0.5,0.3,1,2.8
488,Tremont Waters\watertr01,PG,23,BOS,15,1,7.5,0.8,2.4,0.333,0.4,1.1,0.353,0.4,1.3,0.316,0.417,0.7,0.8,0.917,0.2,0.5,0.7,2.3,0.5,0,0.9,0.4,2.7
489,Paul Watson\watsopa01,SF,26,TOR,24,0,9.8,1,2.3,0.455,0.8,1.8,0.455,0.2,0.5,0.455,0.636,0.1,0.2,0.5,0.1,1.3,1.5,0.5,0.2,0.1,0.3,1.3,3
490,Quinndary Weatherspoon\weathqu01,SG,24,SAS,14,0,4.6,0.4,1.1,0.333,0,0.1,0,0.4,0.9,0.385,0.333,0.4,0.4,0.833,0.1,0.3,0.4,0.3,0.4,0.1,0.6,0.7,1.1
491,Russell Westbrook\westbru01,PG,32,WAS,43,43,35.3,8.3,19,0.436,1.4,4.3,0.321,6.9,14.7,0.469,0.472,3.9,6.3,0.619,1.6,8.9,10.5,10.6,1.2,0.4,5,2.8,21.8
492,Coby White\whiteco01,PG,20,CHI,47,36,31.3,5.4,13.2,0.412,2.2,6.3,0.348,3.2,6.9,0.471,0.495,1.7,1.9,0.9,0.5,4,4.4,4.6,0.5,0.2,2.2,2.6,14.8
493,Derrick White\whitede01,SG,26,SAS,25,21,29,4.8,12.2,0.392,2.1,6.6,0.321,2.7,5.6,0.475,0.479,2.6,3.1,0.857,0.2,2.5,2.8,3.3,0.7,1,1.5,2.7,14.4
494,Hassan Whiteside\whiteha01,C,31,SAC,30,1,14.7,3.4,6.1,0.56,0,0,0,3.4,6.1,0.563,0.56,1.2,2.3,0.529,1.7,4.2,5.9,0.5,0.2,1.4,1.1,1.8,8.1
495,Greg Whittington\whittgr01,PF,27,DEN,4,0,3,0,0.8,0,0,0.5,0,0,0.3,0,0,0,0,,0,0,0,0,0,0,0,0,0
496,Andrew Wiggins\wiggian01,PF,25,GSW,51,51,32.4,6.7,14.3,0.471,2.1,5.3,0.392,4.7,9,0.516,0.543,2.5,3.5,0.7,1,3.8,4.8,2.3,0.9,1,1.9,2.1,18
497,Grant Williams\willigr01,PF,22,BOS,44,8,18.5,1.7,3.8,0.437,0.8,2,0.389,0.9,1.8,0.494,0.542,0.4,0.8,0.528,0.9,2.1,3,1,0.5,0.4,0.8,2.6,4.5
498,Kenrich Williams\willike04,PF,26,OKC,52,10,20.7,3.2,5.8,0.541,0.7,1.7,0.442,2.4,4.2,0.581,0.604,0.5,0.9,0.565,1.3,2.9,4.2,2.2,0.8,0.2,1,2,7.5
499,Lou Williams\willilo02,PG,34,TOT,47,3,22.1,4.4,10.5,0.423,1.1,2.7,0.395,3.3,7.7,0.433,0.475,2.3,2.7,0.858,0.4,1.8,2.1,3.4,0.9,0.1,1.6,1,12.3
499,Lou Williams\willilo02,PG,34,LAC,42,3,21.9,4.3,10.2,0.421,1.1,2.8,0.378,3.2,7.4,0.437,0.473,2.5,2.8,0.866,0.4,1.7,2.1,3.4,0.9,0.1,1.6,1,12.1
499,Lou Williams\willilo02,G,34,ATL,5,0,24.2,5.4,12.4,0.435,1.2,2,0.6,4.2,10.4,0.404,0.484,1.2,1.6,0.75,0.4,2,2.4,3.4,0.8,0.2,1.4,1,13.2
500,Patrick Williams\willipa01,PF,19,CHI,49,49,28.6,3.8,8,0.479,0.8,2.1,0.39,3,5.8,0.512,0.532,1.3,1.8,0.767,1,3.8,4.8,1.3,0.8,0.7,1.4,2,9.8
501,Robert Williams\williro04,C,23,BOS,44,7,18.4,3.5,4.9,0.722,0,0,0,3.5,4.9,0.726,0.722,1,1.5,0.656,2.6,4.3,6.9,1.7,0.9,1.8,1,2.1,8
502,Zion Williamson\willizi01,PF,20,NOP,46,46,32.6,10,16.1,0.62,0.2,0.5,0.375,9.8,15.6,0.628,0.626,6.1,8.6,0.708,2.6,4.4,7,3.5,1,0.7,2.5,2.2,26.3
503,D.J. Wilson\wilsodj01,PF,24,TOT,22,0,10.2,1.6,3.9,0.424,0.9,2.2,0.388,0.8,1.6,0.472,0.535,0.3,0.5,0.7,0.4,2.2,2.6,0.4,0.2,0.4,0.6,1.3,4.5
503,D.J. Wilson\wilsodj01,PF,24,MIL,12,0,8.8,1.3,3.6,0.372,0.8,2.3,0.357,0.5,1.3,0.4,0.488,0.1,0.2,0.5,0.3,1.8,2.1,0.3,0.1,0.3,0.3,1.1,3.6
503,D.J. Wilson\wilsodj01,PF,24,HOU,10,0,11.9,2,4.2,0.476,0.9,2.1,0.429,1.1,2.1,0.524,0.583,0.6,0.8,0.75,0.6,2.6,3.2,0.5,0.3,0.5,0.9,1.6,5.5
504,Dylan Windler\windldy01,SF,24,CLE,31,0,16.5,1.8,4.2,0.438,0.8,2.5,0.338,1,1.7,0.585,0.538,0.7,0.9,0.778,0.6,2.8,3.5,1.1,0.6,0.4,1,1.2,5.2
505,Justise Winslow\winslju01,SF,24,MEM,16,0,21.1,3.1,9.1,0.342,0.3,2.6,0.122,2.8,6.6,0.429,0.36,0.6,1,0.563,0.8,4,4.8,1.8,0.8,0.4,1.6,2,7.1
506,Cassius Winston\winstca01,PG,22,WAS,14,0,5.6,0.6,1.6,0.409,0.5,0.9,0.538,0.1,0.6,0.222,0.568,0.3,0.3,1,0,0.5,0.5,0.7,0.1,0.1,0.1,0.5,2.1
507,James Wiseman\wisemja01,C,19,GSW,37,25,21.8,4.8,9.5,0.509,0.3,1,0.324,4.5,8.5,0.53,0.526,1.5,2.3,0.643,1.5,4.5,5.9,0.7,0.3,1,1.6,3.2,11.5
508,Christian Wood\woodch01,C,25,HOU,28,28,31.6,8.1,15.4,0.524,1.8,4.7,0.382,6.3,10.7,0.587,0.582,3,4.6,0.654,1.7,7.9,9.6,1.4,0.9,1.3,1.8,2,21
509,Robert Woodard\woodaro01,SF,21,SAC,11,0,2.6,0.6,1.3,0.5,0.1,0.4,0.25,0.5,0.9,0.6,0.536,0.3,0.7,0.375,0.3,0.7,1,0,0,0.2,0.1,0.2,1.6
510,Delon Wright\wrighde01,SG-PG,28,TOT,43,31,27.9,3.6,7.9,0.456,0.9,2.5,0.349,2.7,5.4,0.504,0.51,1.9,2.4,0.806,1,3.3,4.3,4.6,1.5,0.4,1.2,1.1,10
510,Delon Wright\wrighde01,SG,28,DET,36,31,29.2,3.8,8.1,0.464,0.9,2.5,0.348,2.9,5.7,0.515,0.517,2,2.5,0.789,1,3.5,4.6,5,1.6,0.5,1.3,1.3,10.4
510,Delon Wright\wrighde01,PG,28,SAC,7,0,21.1,2.6,6.4,0.4,0.9,2.4,0.353,1.7,4,0.429,0.467,1.7,1.9,0.923,0.9,2.3,3.1,2.1,0.9,0,0.7,0.6,7.7
511,Thaddeus Young\youngth01,PF,32,CHI,46,13,25.1,5.7,9.7,0.583,0.1,0.5,0.24,5.5,9.2,0.603,0.59,1,1.7,0.623,2.5,4,6.5,4.4,1.2,0.6,2,2.5,12.5
512,Trae Young\youngtr01,PG,22,ATL,49,49,34.2,7.6,17.7,0.431,2.4,6.5,0.365,5.2,11.2,0.469,0.498,7.5,8.6,0.87,0.7,3.2,3.9,9.5,0.8,0.2,4.3,2,25.1
513,Cody Zeller\zelleco01,C,28,CHO,31,20,21.7,3.8,7.1,0.532,0.1,0.7,0.136,3.7,6.4,0.576,0.539,1.6,2.3,0.708,2.6,4.5,7.2,2,0.7,0.4,0.9,2.3,9.3
514,Ivica Zubac\zubaciv01,C,23,LAC,53,14,21.8,3.4,5.3,0.642,0,0.1,0,3.4,5.2,0.649,0.642,1.9,2.3,0.818,2.7,4.5,7.2,1.1,0.4,0.9,1.1,2.6,8.6
